,x,y,t,vitesse_v,angle_v,cap,twa,polaire
106,-21.831940377689293,-47.002400069122196,1593795576.025966,24.11604630781101,234.1953254323398,90.0,144.1953254323398,29.50228062111822
107,-21.110931655540448,-47.002400069122196,1593799176.025966,24.05364390347513,236.98586809643203,89.31799523363105,147.66787286280098,29.270309595025203
108,-20.396088593118662,-47.010909411460936,1593802776.025966,25.373470794896424,238.01933090918044,41.38680445882693,163.3674735496465,25.15712134745003
109,-20.028605139669505,-47.4279311412327,1593806376.025966,26.567697866668777,237.31948348283842,87.29154609853316,150.02793738430526,31.924922083566987
110,-19.25931815117034,-47.464323554982315,1593809976.025966,27.920521328403478,233.1804471144095,85.9356432986703,147.2448038157392,33.015523424608176
111,-18.444943782862353,-47.52218943859051,1593813576.025966,26.791143032507645,236.9169931334414,87.97307868913657,148.94391444430482,32.10147355183088
112,-17.652354435505988,-47.55024013917703,1593817176.025966,27.121070085761232,239.8151247671204,90.0,149.8151247671204,32.48212101449445
113,-16.850259572709884,-47.55024013917703,1593820776.025966,28.632555897816093,240.15756703266433,90.0,150.15756703266433,33.94332158725442
114,-16.012082661195272,-47.55024013917703,1593824376.025966,27.64599206982731,240.0640648221677,90.0,150.0640648221677,32.992811773996365
115,-15.19737709374441,-47.55024013917703,1593827976.025966,27.101059849503052,241.684063528873,91.35018547397368,150.33387805489932,32.31428751606335
116,-14.396493260743972,-47.53136367158919,1593831576.025966,27.602419615377396,244.00988285556528,92.7031350071016,151.3067478484637,32.34998287991786
117,-13.584501681343232,-47.49302659274451,1593835176.025966,26.387747713688874,243.49135003495707,92.70510747789592,150.78624255706114,31.378299161324378
118,-12.803601472265216,-47.45613050736683,1593838776.025966,25.731831964236967,244.25971823296294,92.70700466050948,151.55271357245346,30.30760573444199
119,-12.042914066027699,-47.420164195191134,1593842376.025966,26.099842544639763,245.27461228351353,93.38774506364695,151.8868672198666,30.558021521204232
120,-11.273993226902414,-47.37464692202712,1593845976.025966,25.56586064516913,241.83636360773434,91.35470111309837,150.48166249463597,30.63816924493062
121,-10.514668908247746,-47.35669011547557,1593849576.025966,24.864871344806804,240.67752827300654,90.6774694125665,150.00005886044005,30.07632937282632
122,-9.774680915132103,-47.347940036508234,1593853176.025966,25.046619663859047,240.38407646672448,90.67758173724025,149.70649472948423,30.286104171726862
123,-9.029714034759992,-47.339129623412965,1593856776.025966,25.587760610285947,237.88007834042756,88.64438705426477,149.2356912861628,30.88997171192547
124,-8.270280420366104,-47.35710110739006,1593860376.025966,24.91722664222922,236.78032756745029,87.96671398995494,148.81361357749535,30.154486650890732
125,-7.529781701873891,-47.383390618916124,1593863976.025966,25.101357946700087,236.13122288712518,35.76660691440384,159.63538402727866,25.9437878442142
126,-7.202327079016593,-47.83797584756095,1593867576.025966,25.010310761132683,242.3392156473312,44.05334654869341,161.7141309013622,25.20944551826882
127,-6.797791870554127,-48.25610452638128,1593871176.025966,23.957155960259946,250.14574971372863,51.56897957073198,161.42322985700335,24.09259057051935
128,-6.330512931664496,-48.62687734276794,1593874776.025966,22.476666576999484,262.65564301994146,62.68823826508145,160.03259524514,22.69135876264014
129,-5.793303574893584,-48.90429143952563,1593878376.025966,21.78547655240651,270.13637192916013,61.11497071834896,150.97859878918882,25.548843824454213
130,-5.166666666666667,-49.25,1593879203.2400086,20.327170066883173,266.9404845866911,0.0,93.05951541330887,24.721259684946858
